GMT Time,Loss of Load Probability - Latest - GB (),Actual Total Load - GB (MW),Demand Outturn (ITSDO) - GB (MW)
2018-01-14T19:30:00,0,44282,39303
2018-01-14T20:00:00,0,43460,38135
2018-01-14T20:30:00,0,41802,36370
2018-01-14T21:00:00,0,39956,34493
2018-01-14T21:30:00,0,37919,32402
2018-01-14T22:00:00,0,35811,30449
2018-01-14T22:30:00,0,34012,28556
2018-01-14T23:00:00,0,31682,26591
2018-01-14T23:30:00,0,30377,25680
2018-01-15T00:00:00,0,29229,26088
2018-01-15T00:30:00,0,29172,26923
2018-01-15T01:00:00,0,28787,27101
2018-01-15T01:30:00,0,28310,26568
2018-01-15T02:00:00,0,27953,26329
2018-01-15T02:30:00,0,27909,26298
2018-01-15T03:00:00,0,27463,26176
2018-01-15T03:30:00,0,27043,25741
2018-01-15T04:00:00,0,26964,25426
2018-01-15T04:30:00,0,26955,25628
2018-01-15T05:00:00,0,28099,26210
2018-01-15T05:30:00,0,30348,27051
2018-01-15T06:00:00,0,35195,29845
2018-01-15T06:30:00,0,38657,33340
2018-01-15T07:00:00,0,42225,37258
2018-01-15T07:30:00,0,44038,38816
2018-01-15T08:00:00,0,45125,39955
2018-01-15T08:30:00,0,45296,40276
2018-01-15T09:00:00,0,45963,41055
2018-01-15T09:30:00,0,46374,41659
2018-01-15T10:00:00,0,46893,42043
2018-01-15T10:30:00,0,47491,42400
2018-01-15T11:00:00,0,47912,42497
2018-01-15T11:30:00,0,48035,42340
2018-01-15T12:00:00,0,48022,42184
2018-01-15T12:30:00,0,47717,41591
2018-01-15T13:00:00,0,47394,41094
2018-01-15T13:30:00,0,46404,40388
2018-01-15T14:00:00,0,46526,40249
2018-01-15T14:30:00,0,46068,40162
2018-01-15T15:00:00,0,45884,40319
2018-01-15T15:30:00,0,46384,41499
2018-01-15T16:00:00,0,46722,42395
2018-01-15T16:30:00,0,48901,44822
2018-01-15T17:00:00,0,50178,46485
2018-01-15T17:30:00,0,50050,46796
2018-01-15T18:00:00,0,49577,46470
2018-01-15T18:30:00,0,48910,45672
2018-01-15T19:00:00,0,48586,44957
2018-01-15T19:30:00,0,47560,43491
2018-01-15T20:00:00,0,46565,42111
2018-01-15T20:30:00,0,44635,39790
2018-01-15T21:00:00,0,42905,37825
2018-01-15T21:30:00,0,40591,35340
2018-01-15T22:00:00,0,38535,33155
2018-01-15T22:30:00,0,36584,31177
2018-01-15T23:00:00,0,33837,28864
2018-01-15T23:30:00,0,32672,27660
2018-01-16T00:00:00,0,32387,27532
2018-01-16T00:30:00,0,32199,28543
2018-01-16T01:00:00,0,31405,28910
2018-01-16T01:30:00,0,30728,28192
2018-01-16T02:00:00,0,30046,27893
2018-01-16T02:30:00,0,29863,27725
2018-01-16T03:00:00,0,29368,27346
2018-01-16T03:30:00,0,28848,26904
2018-01-16T04:00:00,0,28681,26795
2018-01-16T04:30:00,0,28719,26769
2018-01-16T05:00:00,0,29586,27606
2018-01-16T05:30:00,0,31642,28241
2018-01-16T06:00:00,0,36090,30912
2018-01-16T06:30:00,0,39495,34136
2018-01-16T07:00:00,0,43764,38134
2018-01-16T07:30:00,0,45869,40179
2018-01-16T08:00:00,0,46662,40945
2018-01-16T08:30:00,0,46733,40820
2018-01-16T09:00:00,0,47389,41251
2018-01-16T09:30:00,0,47544,40927
2018-01-16T10:00:00,0,47585,40323
2018-01-16T10:30:00,0,47374,39855
2018-01-16T11:00:00,0,47618,39609
2018-01-16T11:30:00,0,47872,39553
2018-01-16T12:00:00,0,46922,39598
2018-01-16T12:30:00,0,47760,39854
2018-01-16T13:00:00,0,47678,40237
2018-01-16T13:30:00,0,47560,40362
2018-01-16T14:00:00,0,47728,41049
2018-01-16T14:30:00,0,47518,41392
2018-01-16T15:00:00,0,47463,41858
2018-01-16T15:30:00,0,48393,43270
2018-01-16T16:00:00,0,48931,44392
2018-01-16T16:30:00,0,50706,46742
2018-01-16T17:00:00,0,51332,47784
2018-01-16T17:30:00,0,50717,47566
2018-01-16T18:00:00,0,50516,47406
2018-01-16T18:30:00,0,49895,46775
2018-01-16T19:00:00,0,49788,46379
2018-01-16T19:30:00,0,48862,45016
2018-01-16T20:00:00,0,47774,43343
2018-01-16T20:30:00,0,46199,41283
2018-01-16T21:00:00,0,44332,39187
2018-01-16T21:30:00,0,42266,36801
2018-01-16T22:00:00,0,40218,34666
2018-01-16T22:30:00,0,38051,32427
2018-01-16T23:00:00,0,35636,30272
2018-01-16T23:30:00,0,34009,29286
2018-01-17T00:00:00,0,33505,28763
2018-01-17T00:30:00,0,33656,29457
2018-01-17T01:00:00,0,32886,29798
2018-01-17T01:30:00,0,32175,29160
2018-01-17T02:00:00,0,31445,29060
2018-01-17T02:30:00,0,31233,28931
2018-01-17T03:00:00,0,30764,28931
2018-01-17T03:30:00,0,30197,28448
2018-01-17T04:00:00,0,29956,28425
2018-01-17T04:30:00,0,29974,28484
2018-01-17T05:00:00,0,31091,29188
2018-01-17T05:30:00,0,32745,30139
2018-01-17T06:00:00,0,36711,32792
2018-01-17T06:30:00,0,40998,35446
2018-01-17T07:00:00,0,44883,39174
2018-01-17T07:30:00,0,47025,41125
2018-01-17T08:00:00,0,47534,41604
2018-01-17T08:30:00,0,47804,41631
2018-01-17T09:00:00,0,48706,41997
2018-01-17T09:30:00,0,48911,41779
2018-01-17T10:00:00,0,48710,41096
2018-01-17T10:30:00,0,48521,40616
2018-01-17T11:00:00,0,48342,40241
2018-01-17T11:30:00,0,48316,40083
2018-01-17T12:00:00,0,48227,40150
2018-01-17T12:30:00,0,47933,40163
2018-01-17T13:00:00,0,48017,40529
2018-01-17T13:30:00,0,47434,40694
2018-01-17T14:00:00,0,47342,41057
2018-01-17T14:30:00,0,46985,41335
2018-01-17T15:00:00,0,46671,41929
2018-01-17T15:30:00,0,47085,43200
2018-01-17T16:00:00,0,47530,44265
2018-01-17T16:30:00,0,50118,47163
2018-01-17T17:00:00,0,51390,48369
2018-01-17T17:30:00,0,51521,48553
2018-01-17T18:00:00,0,51006,48102
2018-01-17T18:30:00,0,50259,47420
2018-01-17T19:00:00,0,49734,46872
2018-01-17T19:30:00,0,48605,45411
2018-01-17T20:00:00,0,47784,44115
2018-01-17T20:30:00,0,46063,42100
2018-01-17T21:00:00,0,44547,40279
2018-01-17T21:30:00,0,42506,38047
2018-01-17T22:00:00,0,40576,35897
2018-01-17T22:30:00,0,38611,33784
2018-01-17T23:00:00,0,35507,32257
2018-01-17T23:30:00,0,33710,31213
2018-01-18T00:00:00,0,33533,30574
2018-01-18T00:30:00,0,33768,30809
2018-01-18T01:00:00,0,33435,30538
2018-01-18T01:30:00,0,32731,30076
2018-01-18T02:00:00,0,32296,29669
2018-01-18T02:30:00,0,32250,29512
2018-01-18T03:00:00,0,31740,29236
2018-01-18T03:30:00,0,31055,28667
2018-01-18T04:00:00,0,30353,28635
2018-01-18T04:30:00,0,30501,28823
2018-01-18T05:00:00,0,32096,29642
2018-01-18T05:30:00,0,33614,30421
2018-01-18T06:00:00,0,37306,32560
2018-01-18T06:30:00,0,40777,35316
2018-01-18T07:00:00,0,44037,39234
2018-01-18T07:30:00,0,45565,41212
2018-01-18T08:00:00,0,46339,41966
2018-01-18T08:30:00,0,46717,42212
2018-01-18T09:00:00,0,47519,42465
2018-01-18T09:30:00,0,48103,42529
2018-01-18T10:00:00,0,47913,41999
2018-01-18T10:30:00,0,47888,41741
2018-01-18T11:00:00,0,48072,41591
2018-01-18T11:30:00,0,48016,41678
2018-01-18T12:00:00,0,48021,41951
2018-01-18T12:30:00,0,47679,41994
2018-01-18T13:00:00,0,47779,42320
2018-01-18T13:30:00,0,47350,42344
2018-01-18T14:00:00,0,47575,42457
2018-01-18T14:30:00,0,47272,42558
2018-01-18T15:00:00,0,47120,42914
2018-01-18T15:30:00,0,47501,43985
2018-01-18T16:00:00,0,48130,45019
2018-01-18T16:30:00,0,49814,46826
2018-01-18T17:00:00,0,50919,47999
2018-01-18T17:30:00,0,50792,47951
2018-01-18T18:00:00,0,50468,47655
2018-01-18T18:30:00,0,49973,47162
2018-01-18T19:00:00,0,49344,46749
2018-01-18T19:30:00,0,48327,45721
2018-01-18T20:00:00,0,46995,44218
2018-01-18T20:30:00,0,45543,42589
2018-01-18T21:00:00,0,43714,40151
2018-01-18T21:30:00,0,41482,37405
2018-01-18T22:00:00,0,39400,35170
2018-01-18T22:30:00,0,37730,33303
2018-01-18T23:00:00,0,35175,32097
2018-01-18T23:30:00,0,33362,31398
2018-01-19T00:00:00,0,33204,31128
2018-01-19T00:30:00,0,33869,31468
2018-01-19T01:00:00,0,33361,31484
2018-01-19T01:30:00,0,32717,30936
2018-01-19T02:00:00,0,32263,30517
2018-01-19T02:30:00,0,32095,30427
2018-01-19T03:00:00,0,31640,30095
2018-01-19T03:30:00,0,31245,29691
2018-01-19T04:00:00,0,30916,29348
2018-01-19T04:30:00,0,30961,29362
2018-01-19T05:00:00,0,31914,30039
2018-01-19T05:30:00,0,33446,30926
2018-01-19T06:00:00,0,36980,33608
2018-01-19T06:30:00,0,41037,36147
2018-01-19T07:00:00,0,44956,40035
2018-01-19T07:30:00,0,47030,42121
2018-01-19T08:00:00,0,47147,42633
2018-01-19T08:30:00,0,47544,42595
2018-01-19T09:00:00,0,48369,42554
2018-01-19T09:30:00,0,48111,41975
2018-01-19T10:00:00,0,49220,41779
2018-01-19T10:30:00,0,49416,41275
2018-01-19T11:00:00,0,49218,40634
2018-01-19T11:30:00,0,48948,40232
2018-01-19T12:00:00,0,48848,40223
2018-01-19T12:30:00,0,48534,40103
2018-01-19T13:00:00,0,48346,40292
2018-01-19T13:30:00,0,47348,40299
2018-01-19T14:00:00,0,47686,40596
2018-01-19T14:30:00,0,46833,40485
2018-01-19T15:00:00,0,46415,40985
2018-01-19T15:30:00,0,46921,42238
2018-01-19T16:00:00,0,47268,43278
2018-01-19T16:30:00,0,49193,45753
2018-01-19T17:00:00,0,50556,47322
2018-01-19T17:30:00,0,50392,47447
2018-01-19T18:00:00,0,49812,46885
2018-01-19T18:30:00,0,48741,46229
2018-01-19T19:00:00,0,48245,45626
2018-01-19T19:30:00,0,47092,44175
2018-01-19T20:00:00,0,45937,42767
2018-01-19T20:30:00,0,44401,41319
2018-01-19T21:00:00,0,42798,39501
2018-01-19T21:30:00,0,40757,37246
2018-01-19T22:00:00,0,39067,35338
2018-01-19T22:30:00,0,37375,33502
2018-01-19T23:00:00,0,34903,32029
2018-01-19T23:30:00,0,33292,31440
2018-01-20T00:00:00,0,32769,31516
2018-01-20T00:30:00,0,33543,31659
2018-01-20T01:00:00,0,33331,31421
2018-01-20T01:30:00,0,32461,30953
2018-01-20T02:00:00,0,31827,30853
2018-01-20T02:30:00,0,31615,30507
2018-01-20T03:00:00,0,31190,30000
2018-01-20T03:30:00,0,30393,29509
2018-01-20T04:00:00,0,29950,29121
2018-01-20T04:30:00,0,29669,29266
2018-01-20T05:00:00,0,30048,29617
2018-01-20T05:30:00,0,31056,29759
2018-01-20T06:00:00,0,33068,30512
2018-01-20T06:30:00,0,34589,31194
2018-01-20T07:00:00,0,36368,32905
2018-01-20T07:30:00,0,37634,34361
2018-01-20T08:00:00,0,39716,36310
2018-01-20T08:30:00,0,41444,38182
2018-01-20T09:00:00,0,43111,39802
2018-01-20T09:30:00,0,43925,40662
2018-01-20T10:00:00,0,44839,41330
2018-01-20T10:30:00,0,45402,41594
2018-01-20T11:00:00,0,45512,41911
2018-01-20T11:30:00,0,45564,42124
2018-01-20T12:00:00,0,45525,42001
2018-01-20T12:30:00,0,45206,41719
2018-01-20T13:00:00,0,44973,41323
2018-01-20T13:30:00,0,44453,41033
2018-01-20T14:00:00,0,44323,40751
2018-01-20T14:30:00,0,43900,40731
2018-01-20T15:00:00,0,43667,40713
2018-01-20T15:30:00,0,43679,41097
2018-01-20T16:00:00,0,44072,42070
2018-01-20T16:30:00,0,45855,44171
2018-01-20T17:00:00,0,47529,45909
2018-01-20T17:30:00,0,47825,46343
2018-01-20T18:00:00,0,47594,46114
2018-01-20T18:30:00,0,46482,45005
2018-01-20T19:00:00,0,45169,43717
2018-01-20T19:30:00,0,43859,42493
2018-01-20T20:00:00,0,42771,41374
2018-01-20T20:30:00,0,41441,39649
2018-01-20T21:00:00,0,40345,38200
2018-01-20T21:30:00,0,39076,36751
2018-01-20T22:00:00,0,37606,34868
2018-01-20T22:30:00,0,36736,33520
2018-01-20T23:00:00,0,35290,32128
2018-01-20T23:30:00,0,34344,31203
2018-01-21T00:00:00,0,33504,31669
2018-01-21T00:30:00,0,33961,31869
2018-01-21T01:00:00,0,33407,31624
2018-01-21T01:30:00,0,32404,31282
2018-01-21T02:00:00,0,31551,30980
2018-01-21T02:30:00,0,31244,30570
2018-01-21T03:00:00,0,30521,30235
2018-01-21T03:30:00,0,29808,29906
2018-01-21T04:00:00,0,29490,29622
2018-01-21T04:30:00,0,29100,29410
2018-01-21T05:00:00,0,29185,29092
2018-01-21T05:30:00,0,29335,28978
2018-01-21T06:00:00,0,30252,29587
2018-01-21T06:30:00,0,31006,30128
2018-01-21T07:00:00,0,32237,30897
2018-01-21T07:30:00,0,33861,30672
2018-01-21T08:00:00,0,35917,31854
2018-01-21T08:30:00,0,37968,33830
2018-01-21T09:00:00,0,40252,35961
2018-01-21T09:30:00,0,41927,37294
2018-01-21T10:00:00,0,43661,38663
2018-01-21T10:30:00,0,44733,39536
2018-01-21T11:00:00,0,45756,40317
2018-01-21T11:30:00,0,46583,40969
2018-01-21T12:00:00,0,47242,41580
2018-01-21T12:30:00,0,47470,41719
2018-01-21T13:00:00,0,47310,41653
2018-01-21T13:30:00,0,46967,41395
2018-01-21T14:00:00,0,46903,41321
2018-01-21T14:30:00,0,46965,41353
2018-01-21T15:00:00,0,46929,41480
2018-01-21T15:30:00,0,47148,41773
2018-01-21T16:00:00,0,48005,42534
2018-01-21T16:30:00,0,49656,44022
2018-01-21T17:00:00,0,50145,44596
2018-01-21T17:30:00,0,49746,44370
2018-01-21T18:00:00,0,49189,44053
2018-01-21T18:30:00,0,48073,43412
2018-01-21T19:00:00,0,46962,42346
2018-01-21T19:30:00,0,45623,40935
2018-01-21T20:00:00,0,44227,39630
2018-01-21T20:30:00,0,42565,37961
2018-01-21T21:00:00,0,40905,36278
2018-01-21T21:30:00,0,38804,34234
2018-01-21T22:00:00,0,36955,32370
2018-01-21T22:30:00,0,35232,30679
2018-01-21T23:00:00,0,32671,28445
2018-01-21T23:30:00,0,30820,27801
2018-01-22T00:00:00,0,30481,28334
2018-01-22T00:30:00,0,31326,28685
2018-01-22T01:00:00,0,31379,28703
2018-01-22T01:30:00,0,30430,28512
2018-01-22T02:00:00,0,29723,28279
2018-01-22T02:30:00,0,29743,27803
2018-01-22T03:00:00,0,29079,27696
2018-01-22T03:30:00,0,28106,27585
2018-01-22T04:00:00,0,28140,27297
2018-01-22T04:30:00,0,28228,27270
2018-01-22T05:00:00,0,29493,28034
2018-01-22T05:30:00,0,31361,28677
2018-01-22T06:00:00,0,35643,31174
2018-01-22T06:30:00,0,39089,34605
2018-01-22T07:00:00,0,42797,38636
2018-01-22T07:30:00,0,44696,40928
2018-01-22T08:00:00,0,45528,41910
2018-01-22T08:30:00,0,45676,41777
2018-01-22T09:00:00,0,46376,42272
2018-01-22T09:30:00,0,46658,42228
2018-01-22T10:00:00,0,46393,41800
2018-01-22T10:30:00,0,46261,41317
2018-01-22T11:00:00,0,46328,41300
2018-01-22T11:30:00,0,46093,40901
2018-01-22T12:00:00,0,46111,40956
2018-01-22T12:30:00,0,45763,40956
2018-01-22T13:00:00,0,45868,40961
2018-01-22T13:30:00,0,45626,40971
2018-01-22T14:00:00,0,45653,41319
2018-01-22T14:30:00,0,45179,41177
2018-01-22T15:00:00,0,45106,41560
2018-01-22T15:30:00,0,46119,42880
2018-01-22T16:00:00,0,47000,43830
2018-01-22T16:30:00,0,46971,45953
2018-01-22T17:00:00,0,49462,46745
2018-01-22T17:30:00,0,49142,46703
2018-01-22T18:00:00,0,49147,46493
2018-01-22T18:30:00,0,48290,45776
2018-01-22T19:00:00,0,48306,45570
2018-01-22T19:30:00,0,47220,44460
2018-01-22T20:00:00,0,46228,43070
2018-01-22T20:30:00,0,44655,41021
2018-01-22T21:00:00,0,42800,38933
2018-01-22T21:30:00,0,42800,36264
2018-01-22T22:00:00,0,38419,33964
2018-01-22T22:30:00,0,36386,31836
2018-01-22T23:00:00,0,34229,29495
2018-01-22T23:30:00,0,33043,28287
2018-01-23T00:00:00,0,32125,28365
2018-01-23T00:30:00,0,32495,28737
2018-01-23T01:00:00,0,31685,28731
2018-01-23T01:30:00,0,30777,28434
2018-01-23T02:00:00,0,30034,28252
2018-01-23T02:30:00,0,29662,28192
2018-01-23T03:00:00,0,29007,28169
2018-01-23T03:30:00,0,28452,27557
2018-01-23T04:00:00,0,28104,27186
2018-01-23T04:30:00,0,28121,27136
2018-01-23T05:00:00,0,28590,27939
2018-01-23T05:30:00,0,30112,28590
2018-01-23T06:00:00,0,34023,30858
2018-01-23T06:30:00,0,38020,33269
2018-01-23T07:00:00,0,41788,37026
2018-01-23T07:30:00,0,43587,38889
2018-01-23T08:00:00,0,44989,39639
2018-01-23T08:30:00,0,45002,39618
2018-01-23T09:00:00,0,45704,40313
2018-01-23T09:30:00,0,45743,40331
2018-01-23T10:00:00,0,45638,40087
2018-01-23T10:30:00,0,45499,39768
2018-01-23T11:00:00,0,45667,39983
2018-01-23T11:30:00,0,45774,39606
2018-01-23T12:00:00,0,45913,39522
2018-01-23T12:30:00,0,45684,39301
2018-01-23T13:00:00,0,45310,39035
2018-01-23T13:30:00,0,44725,38594
2018-01-23T14:00:00,0,44643,38702
2018-01-23T14:30:00,0,44279,38424
2018-01-23T15:00:00,0,44048,38460
2018-01-23T15:30:00,0,44637,39488
2018-01-23T16:00:00,0,45096,40417
2018-01-23T16:30:00,0,46801,42732
2018-01-23T17:00:00,0,48104,44477
2018-01-23T17:30:00,0,47993,44650
2018-01-23T18:00:00,0,47054,43785
2018-01-23T18:30:00,0,46320,43102
2018-01-23T19:00:00,0,45668,42425
2018-01-23T19:30:00,0,45009,41429
2018-01-23T20:00:00,0,44000,40169
2018-01-23T20:30:00,0,42363,38152
2018-01-23T21:00:00,0,40836,36131
2018-01-23T21:30:00,0,38874,33830
2018-01-23T22:00:00,0,36910,31680
2018-01-23T22:30:00,0,35093,29677
2018-01-23T23:00:00,0,32372,27526
2018-01-23T23:30:00,0,30957,26207
2018-01-24T00:00:00,0,30630,25867
2018-01-24T00:30:00,0,31037,26251
2018-01-24T01:00:00,0,30063,26519
2018-01-24T01:30:00,0,29154,25698
2018-01-24T02:00:00,0,28056,25580
2018-01-24T02:30:00,0,27825,25699
2018-01-24T03:00:00,0,27055,25592
2018-01-24T03:30:00,0,26476,24843
2018-01-24T04:00:00,0,26123,24373
2018-01-24T04:30:00,0,26476,24635
2018-01-24T05:00:00,0,27515,25348
2018-01-24T05:30:00,0,29578,26023
2018-01-24T06:00:00,0,34370,28358
2018-01-24T06:30:00,0,37898,31753
2018-01-24T07:00:00,0,41575,35529
2018-01-24T07:30:00,0,43282,37296
2018-01-24T08:00:00,0,44087,37933
2018-01-24T08:30:00,0,44370,38289
2018-01-24T09:00:00,0,45011,38868
2018-01-24T09:30:00,0,45266,39313
2018-01-24T10:00:00,0,45420,39583
2018-01-24T10:30:00,0,45712,39773
2018-01-24T11:00:00,0,45898,39544
2018-01-24T11:30:00,0,45743,39706
2018-01-24T12:00:00,0,45937,39836
2018-01-24T12:30:00,0,46076,39726
2018-01-24T13:00:00,0,46016,39676
2018-01-24T13:30:00,0,46507,39407
2018-01-24T14:00:00,0,45945,39498
2018-01-24T14:30:00,0,45602,39172
2018-01-24T15:00:00,0,45430,39278
2018-01-24T15:30:00,0,46046,40360
2018-01-24T16:00:00,0,46290,41209
2018-01-24T16:30:00,0,48007,43412
2018-01-24T17:00:00,0,49471,45177
2018-01-24T17:30:00,0,49330,45437
2018-01-24T18:00:00,0,48860,45067
2018-01-24T18:30:00,0,48106,44326
2018-01-24T19:00:00,0,47320,43591
2018-01-24T19:30:00,0,46483,42762
2018-01-24T20:00:00,0,45302,41217
2018-01-24T20:30:00,0,43839,39174
2018-01-24T21:00:00,0,42236,37203
2018-01-24T21:30:00,0,40284,34921
2018-01-24T22:00:00,0,38368,32859
2018-01-24T22:30:00,0,36430,30810
2018-01-24T23:00:00,0,33420,29417
2018-01-24T23:30:00,0,31633,28550
2018-01-25T00:00:00,0,31081,27981
2018-01-25T00:30:00,0,31671,28179
2018-01-25T01:00:00,0,31079,28500
2018-01-25T01:30:00,0,30279,28082
2018-01-25T02:00:00,0,29369,27900
2018-01-25T02:30:00,0,29274,27841
2018-01-25T03:00:00,0,28814,27582
2018-01-25T03:30:00,0,28180,27234
2018-01-25T04:00:00,0,27864,26891
2018-01-25T04:30:00,0,28062,27093
2018-01-25T05:00:00,0,29409,27505
2018-01-25T05:30:00,0,31296,28383
2018-01-25T06:00:00,0,36072,30803
2018-01-25T06:30:00,0,39549,34020
2018-01-25T07:00:00,0,43628,38115
2018-01-25T07:30:00,0,45374,40071
2018-01-25T08:00:00,0,45825,40850
2018-01-25T08:30:00,0,45587,40631
2018-01-25T09:00:00,0,45781,40733
2018-01-25T09:30:00,0,45724,40177
2018-01-25T10:00:00,0,45775,39654
2018-01-25T10:30:00,0,45670,39236
2018-01-25T11:00:00,0,45600,38920
2018-01-25T11:30:00,0,45269,38603
2018-01-25T12:00:00,0,45279,38741
2018-01-25T12:30:00,0,45040,38780
2018-01-25T13:00:00,0,45028,39060
2018-01-25T13:30:00,0,44938,39418
2018-01-25T14:00:00,0,45006,39995
2018-01-25T14:30:00,0,44547,40437
2018-01-25T15:00:00,0,44198,40777
2018-01-25T15:30:00,0,45002,42049
2018-01-25T16:00:00,0,46102,43383
2018-01-25T16:30:00,0,48138,45965
2018-01-25T17:00:00,0,49853,47642
2018-01-25T17:30:00,0,49670,47538
2018-01-25T18:00:00,0,49347,47207
2018-01-25T18:30:00,0,48929,46907
2018-01-25T19:00:00,0,48453,46492
2018-01-25T19:30:00,0,47536,45467
2018-01-25T20:00:00,0,45344,44042
2018-01-25T20:30:00,0,43788,42349
2018-01-25T21:00:00,0,41913,40274
2018-01-25T21:30:00,0,39772,37954
2018-01-25T22:00:00,0,37708,35620
2018-01-25T22:30:00,0,36222,33761
2018-01-25T23:00:00,0,33767,32187
2018-01-25T23:30:00,0,32290,31506
2018-01-26T00:00:00,0,31591,31766
2018-01-26T00:30:00,0,31761,32118
2018-01-26T01:00:00,0,31514,31659
2018-01-26T01:30:00,0,30731,31191
2018-01-26T02:00:00,0,31007,31041
2018-01-26T02:30:00,0,31029,30725
2018-01-26T03:00:00,0,30103,30360
2018-01-26T03:30:00,0,29428,29900
2018-01-26T04:00:00,0,29039,29612
2018-01-26T04:30:00,0,29097,29743
2018-01-26T05:00:00,0,30128,30380
2018-01-26T05:30:00,0,32287,31257
2018-01-26T06:00:00,0,35773,33314
2018-01-26T06:30:00,0,39291,36348
2018-01-26T07:00:00,0,43342,40196
2018-01-26T07:30:00,0,44953,42315
2018-01-26T08:00:00,0,45673,43540
2018-01-26T08:30:00,0,45506,43695
2018-01-26T09:00:00,0,46266,44064
2018-01-26T09:30:00,0,46534,43957
2018-01-26T10:00:00,0,46702,43596
2018-01-26T10:30:00,0,46749,43010
2018-01-26T11:00:00,0,46714,42632
2018-01-26T11:30:00,0,46646,42114
2018-01-26T12:00:00,0,46623,41900
2018-01-26T12:30:00,0,45984,41426
2018-01-26T13:00:00,0,45650,41276
2018-01-26T13:30:00,0,44929,41131
2018-01-26T14:00:00,0,45266,41265
2018-01-26T14:30:00,0,44815,41388
2018-01-26T15:00:00,0,44381,41835
2018-01-26T15:30:00,0,44623,42548
2018-01-26T16:00:00,0,45112,43264
2018-01-26T16:30:00,0,47157,45516
2018-01-26T17:00:00,0,48846,47348
2018-01-26T17:30:00,0,48863,47545
2018-01-26T18:00:00,0,48591,47088
2018-01-26T18:30:00,0,47768,46132
2018-01-26T19:00:00,0,47004,45371
2018-01-26T19:30:00,0,45692,43763
2018-01-26T20:00:00,0,44664,42522
2018-01-26T20:30:00,0,42943,40584
2018-01-26T21:00:00,0,41533,38688
2018-01-26T21:30:00,0,39685,36506
2018-01-26T22:00:00,0,37808,34326
2018-01-26T22:30:00,0,36494,32643
2018-01-26T23:00:00,0,34813,30688
2018-01-26T23:30:00,0,33459,29437
2018-01-27T00:00:00,0,32867,29154
2018-01-27T00:30:00,0,33203,29429
2018-01-27T01:00:00,0,32112,29024
2018-01-27T01:30:00,0,31089,28622
2018-01-27T02:00:00,0,29904,28529
2018-01-27T02:30:00,0,29186,28363
2018-01-27T03:00:00,0,28391,27869
2018-01-27T03:30:00,0,27544,27252
2018-01-27T04:00:00,0,26948,26670
2018-01-27T04:30:00,0,26928,26424
2018-01-27T05:00:00,0,27108,26482
2018-01-27T05:30:00,0,27850,26322
2018-01-27T06:00:00,0,29336,27521
2018-01-27T06:30:00,0,31043,27831
2018-01-27T07:00:00,0,33647,28799
2018-01-27T07:30:00,0,34776,29924
2018-01-27T08:00:00,0,36819,31689
2018-01-27T08:30:00,0,38676,33116
2018-01-27T09:00:00,0,40508,34584
2018-01-27T09:30:00,0,41189,35113
2018-01-27T10:00:00,0,41723,35414
2018-01-27T10:30:00,0,42138,35786
2018-01-27T11:00:00,0,42269,36071
2018-01-27T11:30:00,0,42342,36210
2018-01-27T12:00:00,0,42534,36335
2018-01-27T12:30:00,0,42629,36513
2018-01-27T13:00:00,0,42359,36284
2018-01-27T13:30:00,0,41869,35832
2018-01-27T14:00:00,0,41434,35495
2018-01-27T14:30:00,0,40949,35129
2018-01-27T15:00:00,0,40937,35246
2018-01-27T15:30:00,0,40901,35511
2018-01-27T16:00:00,0,41536,36381
2018-01-27T16:30:00,0,43389,38440
2018-01-27T17:00:00,0,45064,40388
